,포지션,회사명,지역명,경력,링크
279,Full Stack Developer (전문연구요원 가능),어크로스비,서울 서초구 , 경력 2-10년,/wd/98514
280,머신러닝 엔지니어(Gen AI ML Engineer),아스타,서울 강남구 , 경력 3-10년,/wd/244812
281,Junior Backend Engineer,코드,서울 강남구 , 신입,/wd/266704
282,Gen AI 서비스 프론트엔드 개발자 (4년차 이상),아스타,서울 강남구 , 경력 4-6년,/wd/253136
283,Gen AI 백엔드 개발자 (4년차 이상),아스타,서울 강남구 , 경력 4-6년,/wd/253137
284,"회로설계 엔지니어(시니어, 7년 이상)",오션스바이오,서울 용산구 , 경력 7-20년,/wd/257955
285,펌웨어 엔지니어(5년 이상),오션스바이오,서울 용산구 , 경력 5-20년,/wd/257954
286,"회로설계 엔지니어(주니어, 2년~5년)",오션스바이오,서울 용산구 , 경력 2-5년,/wd/257957
287,데이터 엔지니어링 크롤러,얼터너티브자산운용,서울 강남구 , 경력 1-12년,/wd/267090
288,프론트엔드 개발자 (5년 이상),클링커즈,서울 관악구 , 경력 7-10년,/wd/248030
289,풀스택 개발자(5~10년),핑퐁,서울 종로구 , 경력 5-12년,/wd/267084
290,[대웅] SAP MM/PP 개발 및 운영(ABAP개발),아이디에스앤트러스트,서울 강남구 , 경력 2년 이상,/wd/264863
291,DBA담당자(5년 이상~7년 이하),케이비헬스케어(KB헬스케어),서울 강남구 , 경력 5-7년,/wd/267081
292,[내집스캔] Software Engineer,한국부동산데이터연구소,서울 마포구 , 경력 3-15년,/wd/223783
293,[내집스캔] Software Engineer,한국부동산데이터연구소,서울 마포구 , 경력 5-15년,/wd/212154
294,AI Model Production (Document AI),업스테이지,경기 , 경력 2-15년,/wd/134824
295,AI Application Engineer,업스테이지,경기 , 경력 3-15년,/wd/267072
296,보안 담당자,코인원(coinone),서울 영등포구 , 경력 5-10년,/wd/258128
297,헬스케어 플랫폼 프론트엔드 개발자(4년 이상),세이프닥,서울 강남구 , 경력 4-10년,/wd/267060
298,iOS 개발자,오렌지스퀘어,서울 구로구 , 경력 3-10년,/wd/265962
299,DRM team Tech Lead,잉카엔트웍스,서울 강남구 , 경력 10년 이상,/wd/267055
300,DBA (5~13년),콘텐츠웨이브(wavve),서울 영등포구 , 경력 4-15년,/wd/266340
301,"Tech Lead (Backend, Frontend, Cloud SaaS)",잉카엔트웍스,서울 강남구 , 경력 10년 이상,/wd/267050
302,정보보안 담당자,키즈노트,경기 성남시 , 경력 5-10년,/wd/248161
303,서버/백엔드 리드 개발자,언더라이터,서울 마포구 , 경력 5-15년,/wd/255007
304,DevOps 엔지니어,패스트파이브,서울 강남구 , 경력 5-15년,/wd/267042
305,"IoT 센서 및 클라우드 HW, SW 개발 (AI/데이터 분석 포함)",에스씨솔루션글로벌,경기 용인시 , 신입,/wd/266984
306,Backend 개발자 (7년 이상),디지털워치독,경기 성남시 , 경력 7년 이상,/wd/267038
307,GIS 기반 컴퓨터 비전 / 영상처리 엔지니어 (팀장급),무한정보기술,서울 영등포구 , 경력 1-15년,/wd/267036
308,인공지능(AI) 연구원,무한정보기술,서울 영등포구 , 경력 1-15년,/wd/267032
309,플랫폼 백엔드 개발,하이브아이엠,서울 강남구 , 경력 7년 이상,/wd/267024
310,SW 엔지니어,이파피루스,경기 성남시 , 경력 7-15년,/wd/267020
311,보안 코어 라이브러리 개발자,아이씨티케이,서울 강남구 , 경력 5-10년,/wd/265044
312,Senior QA 엔지니어,라포랩스(퀸잇),서울 강남구 , 경력 5-10년,/wd/267015
313,모바일 앱 개발자 (iOS) (6년 이상),팩트블록(FactBlock),서울 서초구 , 경력 6년 이상,/wd/255898
314,이커머스 솔루션 운영관리/기술지원,샐러드랩,서울 강남구 , 신입,/wd/267008
315,이커머스 솔루션 웹 Frontend 개발자,샐러드랩,서울 강남구 , 신입-경력 5년,/wd/266996
316,이커머스 솔루션 Python Backend 리드,샐러드랩,서울 강남구 , 경력 3-8년,/wd/267011
317,인프라보안 엔지니어 - 네트워크보안,카카오페이(kakaopay),경기 성남시 , 경력 5년 이상,/wd/267009
318,Python Backend Engineer,두나무(업비트/증권플러스),서울 서초구 , 경력 3-7년,/wd/267005
319,Android Developer,인라이플,서울 구로구 , 경력 2-10년,/wd/261051
320,소프트웨어 개발자,큐램,경기 용인시 , 신입 이상,/wd/266999
321,Product Manager,브룩허스트거라지(B GARAGE),경기 성남시 , 경력 10-20년,/wd/266772
322,Frontend Engineer - Platform,라온메디,경기 과천시 , 경력 3-5년,/wd/266982
323,블록체인 엔지니어 (DevOps/NodeOps 엔지니어) (신입),스탬퍼,서울 강남구 , 신입,/wd/265206
324,정보보안(관리),미디어로그,서울 마포구 , 경력 10-15년,/wd/249652
325,프론트엔드 개발자(FE Developer),메디올로지,서울 종로구 , 경력 3년 이상,/wd/266974
326,Frontend Engineer (Mobility System),포티투닷(42dot),경기 성남시 , 경력 5-15년,/wd/266962
327,iOS 개발 (5년 이상),마카롱팩토리,경기 성남시 , 경력 5-10년,/wd/266364
328,AI Engineer,샵라이브,서울 강남구 , 경력 5-16년,/wd/216503
329,Backend Engineer (물류시스템),포티투닷(42dot),경기 성남시 , 경력 5-15년,/wd/266960
330,보안 담당자,휴넷,서울 구로구 , 경력 5-12년,/wd/266939
331,Server Engineer (쿠폰/이벤트플랫폼개발),여기어때컴퍼니,서울 강남구 , 경력 6년 이상,/wd/260435
332,Network 엔지니어,에어프레미아,서울 강서구 , 경력 3년 이상,/wd/266937
333,CloudDev팀 _ Secure Web Gateway(SWG) 개발자,지니언스,경기 안양시 , 경력 4-8년,/wd/266936
334,Re:catch 시니어 프론트엔드 엔지니어(5년 이상),비즈니스캔버스,서울 강남구 , 경력 5년 이상,/wd/252320
335,Full Stack Developer,에이아이씨엑스,서울 서초구 , 경력 3년 이상,/wd/263702
336,"기술지원 (1명 / 사원,주임)",체크멀,경기 용인시 , 신입-경력 3년,/wd/266919
337,"QA (1명 / 사원,주임)",체크멀,경기 용인시 , 신입-경력 3년,/wd/266922
338,"리눅스개발 (1명 / 선임연구원,책임연구원)",체크멀,경기 용인시 , 경력 3-12년,/wd/266913
339,Java 백엔드 개발자 (과장급/7년이상),아파트아이,서울 금천구 , 경력 7-15년,/wd/263756
340,프론트엔드 개발자 (대리/과장급),아파트아이,서울 금천구 , 경력 5-10년,/wd/265480
341,웹퍼블리셔 (사원급/주니어),아파트아이,서울 금천구 , 경력 1-3년,/wd/265467
342,"웹개발 (1명 / 선임연구원,책임연구원)",체크멀,경기 용인시 , 경력 3-12년,/wd/266912
343,인프라/보안,두꺼비세상,서울 구로구 , 경력 5년 이상,/wd/262965
344,국토개발 공간정보 플랫폼 프론트엔트 개발자,인프라시프트,서울 송파구 , 경력 4년 이상,/wd/266909
345,국토개발 공간정보 플랫폼 백엔드 개발자,인프라시프트,서울 송파구 , 경력 4년 이상,/wd/266908
346,프론트엔드 (React) 리드 개발자 (5년 이상),콥틱(브리즘),서울 성동구 , 경력 5-20년,/wd/266905
347,Fullstack 개발 (5년 이상),바이트사이즈,부산 부산진구 , 경력 5년 이상,/wd/266896
348,Machine Vision SW 연구 개발 (5년이상),바이트사이즈,부산 부산진구 , 경력 5년 이상,/wd/266881
349,백엔드 리드 개발자 (5년차 이상),팬딩(Fanding),서울 강남구 , 경력 5-10년,/wd/266895
350,프론트엔드 주니어 개발자 (2년차 이상),팬딩(Fanding),서울 강남구 , 경력 2-5년,/wd/266893
351,프론트엔드 리드 개발자 (5년차 이상),팬딩(Fanding),서울 강남구 , 경력 5-10년,/wd/266897
352,React Native 리드 개발자 (5년차 이상),팬딩(Fanding),서울 강남구 , 경력 5-10년,/wd/266894
353,[장애인전형] 웹퍼블리셔,콘센트릭스서비스코리아CATALYST,서울 용산구 , 경력 4-15년,/wd/266889
354,Front-end 개발자(플랫폼 및 SaaS 프로덕트 개발),트레드링스(Tradlinx),서울 서초구 , 경력 2-5년,/wd/266883
355,[제주] 개발자 (4년 이상),잇뉴,제주 제주시 , 경력 4년 이상,/wd/266882
356,React Native 주니어 개발자 (2년차 이상),팬딩(Fanding),서울 강남구 , 경력 2-5년,/wd/266886
357,백엔드 주니어 개발자 (2년차 이상),팬딩(Fanding),서울 강남구 , 경력 2-5년,/wd/266890
358,프론트엔드 개발자,에프에스엠에이치(FSMH),서울 강남구 , 경력 3-8년,/wd/266880
359,백엔드 개발자 (3~5년차),프랜킷,서울 도봉구 , 경력 3-5년,/wd/265897
360,"AI Researcher (OCR, 비전-언어모델)",인터엑스,서울 금천구 , 경력 2-5년,/wd/261479
361,".Net, C# Application Developer (Junior 가능)",우리엔,경기 화성시 , 경력 4-10년,/wd/261170
362,플러터 개발자(3~8년),래딩랩스,서울 강서구 , 경력 3-8년,/wd/248956
363,[개발] 블록체인 메인넷 Devops,디라티오,서울 강남구 , 경력 5-14년,/wd/263952
364,백엔드 개발자(3~8년),래딩랩스,서울 강서구 , 경력 3-8년,/wd/248957
365,엘라스틱서치 엔지니어 - 보안,위앤유텍,서울 송파구 , 신입-경력 5년,/wd/263889
366,소프트웨어 엔지니어,위앤유텍,서울 송파구 , 신입-경력 12년,/wd/263882
367,프론트엔드 개발 (리드급/팀원급),올림플래닛(OLIM PLANET),서울 강남구 , 경력 3-10년,/wd/215580
368,Back-end Developer (글로벌 서비스),웨이브릿지,서울 중구 , 경력 2-5년,/wd/266845
369,Back-end Developer,웨이브릿지,서울 중구 , 경력 2-4년,/wd/266843
370,DBA (1년이상),라텔앤드파트너즈,서울 중구 , 경력 1-5년,/wd/266813
371,DevOps 엔지니어,오픈플랜,서울 성동구 , 경력 3-8년,/wd/259924
372,Software QA Engineer,클로버추얼패션(CLOVirtualFashion),서울 강남구 , 신입-경력 10년,/wd/266426
373,시스템 엔지니어(SE) (Junior 가능),우리엔,경기 화성시 , 경력 4-10년,/wd/265886
374,Software Engineer (랭킹/추천시스템),여기어때컴퍼니,서울 강남구 , 경력 2-15년,/wd/266059
375,[DATA&AI] Data Engineer(Platform),베이글코드(Bagelcode),서울 강남구 , 경력 3-5년,/wd/259709
376,QA Engineer,페이타랩(패스오더),서울 강남구 , 경력 3-10년,/wd/142217
377,Android 개발자,페이타랩(패스오더),서울 강남구 , 신입-경력 10년,/wd/237546
378,[병역특례] Android 개발자(산업기능요원/보충역/전직),페이타랩(패스오더),서울 강남구 , 신입-경력 10년,/wd/237547
379,"웹 프론트엔드 개발자(JavaScript, React)",페이타랩(패스오더),서울 강남구 , 신입-경력 10년,/wd/45651
380,iOS 개발자,페이타랩(패스오더),서울 강남구 , 신입-경력 10년,/wd/237550
381,[병역특례] 웹 프론트엔드 개발자(산업기능요원/보충역/전직),페이타랩(패스오더),서울 강남구 , 신입-경력 10년,/wd/78227
382,[병역특례] iOS 개발자(산업기능요원/보충역/전직),페이타랩(패스오더),서울 강남구 , 경력 1-8년,/wd/237548
383,Test Automation Engineer,토스페이먼츠,서울 강남구 , 경력 3-10년,/wd/266832
384,딥러닝 연구원 / 엔지니어 (전문연구요원 가능),딥브레인에이아이,서울 강남구 , 신입,/wd/251783
385,플랫폼 웹프론트엔드 개발,하이브아이엠,서울 강남구 , 경력 3년 이상,/wd/265549
386,프론트엔드 개발자(1~3년),에잇퍼센트(8PERCENT),서울 영등포구 , 경력 1-3년,/wd/240514
387,[Platform] 서버 개발자,베이글코드(Bagelcode),서울 강남구 , 경력 5-7년,/wd/259710
388,[DATA&AI] Data Engineer(Back-end),베이글코드(Bagelcode),서울 강남구 , 경력 3-5년,/wd/259705
389,백엔드 개발자 (5년이상),엠트리센,서울 금천구 , 경력 5년 이상,/wd/266829
390,렌딩 인텔리전스 랩 MLOps 엔지니어,어니스트에이아이,서울 강남구 , 경력 3-8년,/wd/226421
391,플랫폼 서비스 프론트엔드 개발자,엠피에이지(MPAG),서울 중구 , 경력 5-15년,/wd/262643
392,플랫폼 서비스 앱 개발자 (React Native),엠피에이지(MPAG),서울 중구 , 경력 5-15년,/wd/262642
393,블록체인 서비스 FE개발자,람다256,서울 서초구 , 경력 5-8년,/wd/258158
394,백엔드 엔지니어,마이프랜차이즈,서울 강남구 , 경력 5-12년,/wd/248140
395,Admin 유지보수 (PHP실무),에이지엘,서울 광진구 , 경력 2-12년,/wd/266804
396,골프테크 서비스 연동 API 서버 개발,에이지엘,서울 광진구 , 경력 3-12년,/wd/266800
397,[원티드단독] 인프라 관리자 (과장급),안랩블록체인컴퍼니,경기 성남시 , 경력 6년 이상,/wd/265790
398,머신러닝 데이터 사이언티스트,아일리스,서울 중구 , 경력 1-10년,/wd/266794
399,[강남/선릉] 하드웨어 기획,에스디티,서울 강남구 , 경력 5년 이상,/wd/266791
400,[강남/선릉] 펌웨어 개발,에스디티,서울 강남구 , 경력 5년 이상,/wd/266792
401,기업부설연구소 전장 HW/ 임베디드 SW,레인보우로보틱스,대전 유성구 , 경력 3-10년,/wd/266781
402,프론트엔드 개발자 (7년 이상),글로지(GloZ),서울 금천구 , 경력 7-13년,/wd/266766
403,백엔드 개발자 (4년 이상),글로지(GloZ),서울 금천구 , 경력 4-7년,/wd/266762
404,QA 엔지니어,글로지(GloZ),서울 금천구 , 경력 3-6년,/wd/266756
405,웹개발 (5년 이상),에스티로직(STLogic),서울 서초구 , 경력 5-10년,/wd/259049
406,AI 엔지니어 (2년차~7년차),에듀템,서울 마포구 , 경력 2-7년,/wd/266751
407,[쿠팡플레이] 백엔드 엔지니어 (비디오 플랫폼),쿠팡,서울 송파구 , 경력 5-20년,/wd/265684
408,E-BOOK 웹서비스 개발 및 운영,메가스터디교육,서울 서초구 , 경력 3-12년,/wd/266733
409,[쿠팡] Staff Front-end Engineer,쿠팡,서울 송파구 , 경력 5년 이상,/wd/265195
410,JAVA Back-end Developer (미들),인라이플,서울 구로구 , 경력 5-10년,/wd/264132
411,[병역특례] Software Engineer - 전문연구요원,식스티헤르츠,서울 성동구 , 신입 이상,/wd/266713
412,[병역특례] Data Science - 전문연구요원,식스티헤르츠,서울 성동구 , 신입 이상,/wd/266708
413,IT인프라 취약점 진단 및 스크립트 개발,이지시큐,경기 성남시 , 신입,/wd/266714
414,"[전남 광주] 병원정보 시스템 개발자 (원무, 진료비)",이지케어텍,광주 북구 , 경력 3-15년,/wd/266705
415,웹 개발자 (WEB Developer Front/Back),팜피,서울 동작구 , 경력 3-6년,/wd/265417
416,프론트엔드 엔지니어(React),빌리크루,서울 영등포구 , 경력 2-3년,/wd/266627
417,WMS/백엔드(풀스택) 개발자,팀프레시,서울 강남구 , 경력 5년 이상,/wd/261478
418,Junior Backend Application Engineer,트릿지,서울 서초구 , 신입,/wd/266699
419,Senior Backend Application Engineer,트릿지,서울 서초구 , 경력 3년 이상,/wd/266697
420,서버개발자,코나투스(반반택시),서울 서초구 , 신입-경력 3년,/wd/266666
421,[쿠팡] Senior Data Scientist,쿠팡,서울 송파구 , 경력 5년 이상,/wd/266311
422,[쿠팡] System Engineer 경력직 채용,쿠팡,서울 송파구 , 경력 12년 이상,/wd/266622
423,Frontend 개발자 (서울),일만백만,서울 강남구 , 경력 3-10년,/wd/266689
424,PHP 웹개발자 (6~8년),엠투피아이,서울 성동구 , 경력 6-8년,/wd/266688
425,PHP 웹개발자 (3~5년),엠투피아이,서울 성동구 , 경력 3-5년,/wd/266685
426,프론트 엔드 개발자,에이아이콴텍,서울 영등포구 , 경력 4-15년,/wd/266680
427,ERP 개발/구축(DX) 팀장,인터엑스,서울 금천구 , 경력 7년 이상,/wd/266679
428,시니어 AI Engineer,이지케어텍,서울 중구 , 경력 7-20년,/wd/266678
429,주니어 AI Engineer(전문연구요원 가능),이지케어텍,서울 중구 , 경력 2-6년,/wd/266676
430,[빗썸] DA(Data Architect)/DB 전문 모델러,빗썸,서울 강남구 , 경력 5-12년,/wd/266665
431,[금융솔루션사업본부 개발팀] 백엔드 엔지니어,퓨쳐위즈(Futurewiz),서울 강남구 , 경력 2년 이상,/wd/266671
432,Cloud & Platform Engineer,뮤직카우(MUSICOW),서울 중구 , 경력 5년 이상,/wd/264406
433,Kubernetes 개발자,씨이랩,서울 강남구 , 경력 2년 이상,/wd/266178
434,데이터 엔지니어,미리디,서울 구로구 , 경력 5-10년,/wd/241731
435,[커머스프로덕션] Jr. QA 엔지니어,미리디,서울 구로구 , 경력 1-3년,/wd/255820
436,통합 메시징 및 AI 기반 서비스 개발자,휴머스온,서울 강남구 , 경력 1년 이상,/wd/251222
437,Backend Developer (메세징 서비스),휴머스온,서울 강남구 , 경력 3-15년,/wd/223208
438,Global 서비스 Back-end 개발 (NestJS),숲(SOOP),경기 성남시 , 경력 3-10년,/wd/126670
439,AI 기술 개발,비바이노베이션,서울 강남구 , 경력 6년 이상,/wd/266302
440,솔루션 엔지니어(시스템 엔지니어/SE),이파피루스,경기 성남시 , 경력 4년 이상,/wd/265739
441,QA Engineer,인터엑스,서울 금천구 , 경력 5년 이상,/wd/260895
442,IT Helpdesk/유지보수,프레인글로벌,서울 중구 , 경력 1-5년,/wd/266589
443,IT Specialist (2년 이상),인터엑스,서울 금천구 , 경력 2-6년,/wd/266223
